Price,Year,Kms,Potencia,renta_encoded,familia_encoded,frecuencia_uso_encoded,experiencia_conduccion_encoded,vacaciones_freq,sector_freq,comunidad_autonoma_freq,condiciones_conduccion_freq,tipo_combustible_freq,tipo_combustible.1_freq,Marca_freq,probability,prediction_class
15890.0,2022,94.381,130.0,2,0,1,1,0.29627374573794446,0.11002191914271797,0.12871407696054554,0.698307355090112,0.5020092547491476,0.30144909887968824,0.1620798830979055,0.09001898216604644,0
28990.0,2023,14.572,200.0,2,0,2,1,0.19715051144666343,0.09005114466634194,0.009376522162688748,0.698307355090112,0.5020092547491476,0.282513395031661,0.05674622503653191,0.08577520769485995,0
13190.0,2020,122.2,95.0,2,1,2,0,0.29627374573794446,0.09005114466634194,0.05528494885533366,0.09248660496833902,0.5020092547491476,0.30144909887968824,0.05674622503653191,0.08621319112991595,0
24590.0,2024,18.041,140.0,0,1,2,1,0.5065757428153921,0.15112031173891866,0.04736970287384316,0.20920603994154896,0.2986483195323916,0.282513395031661,0.0495007306380906,0.1079038643096318,0
14590.0,2024,7.501,100.0,1,1,2,1,0.29627374573794446,0.11002191914271797,0.16762055528494885,0.20920603994154896,0.2986483195323916,0.39704091573307354,0.1620798830979055,0.10108091553693002,0
18190.0,2023,29.399,120.0,5,0,0,0,0.29627374573794446,0.18813930832927422,0.05528494885533366,0.20920603994154896,0.5020092547491476,0.39704091573307354,0.032696054554310766,0.08411859370048518,0
22090.0,2022,42.187,261.0,2,2,2,2,0.5065757428153921,0.09005114466634194,0.04736970287384316,0.698307355090112,0.5020092547491476,0.282513395031661,0.008280565026790063,0.09980354760331125,0
12990.0,2023,17.682,100.0,0,2,0,1,0.5065757428153921,0.10326351680467609,0.12871407696054554,0.20920603994154896,0.2986483195323916,0.39704091573307354,0.1620798830979055,0.08623455058135591,0
13290.0,2019,39.932,110.0,4,2,2,1,0.5065757428153921,0.18813930832927422,0.05528494885533366,0.20920603994154896,0.2986483195323916,0.39704091573307354,0.08865075499269362,0.08833834334085246,0
10490.0,2015,40.676,82.0,3,1,1,1,0.5065757428153921,0.11002191914271797,0.16762055528494885,0.20920603994154896,0.5020092547491476,0.39704091573307354,0.1620798830979055,0.08083847358865842,0
14290.0,2017,89.241,132.0,0,0,1,1,0.29627374573794446,0.11002191914271797,0.16762055528494885,0.698307355090112,0.5020092547491476,0.39704091573307354,0.02959084266926449,0.08300959251721703,0
10290.0,2018,115.834,95.0,1,0,1,0,0.29627374573794446,0.10326351680467609,0.13200194836824158,0.20920603994154896,0.5020092547491476,0.39704091573307354,0.053153921091086215,0.08450563173416166,0
21790.0,2022,51.394,261.0,3,0,0,2,0.29627374573794446,0.09005114466634194,0.16762055528494885,0.698307355090112,0.2986483195323916,0.282513395031661,0.008280565026790063,0.10024418038689516,0
13890.0,2021,40.61,136.0,3,2,1,2,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.698307355090112,0.2986483195323916,0.018996590355577204,0.06715781782756941,0.09410599545750112,0
14590.0,2023,17.236,110.0,2,0,2,1,0.29627374573794446,0.11002191914271797,0.12871407696054554,0.698307355090112,0.08986848514369215,0.30144909887968824,0.06715781782756941,0.09159310208887864,0
15890.0,2020,116.215,116.0,0,2,1,0,0.19715051144666343,0.11002191914271797,0.03452264978080857,0.698307355090112,0.5020092547491476,0.282513395031661,0.032696054554310766,0.09362489155025466,0
11190.0,2024,26.688,83.0,1,2,0,0,0.5065757428153921,0.09005114466634194,0.12871407696054554,0.698307355090112,0.5020092547491476,0.39704091573307354,0.08865075499269362,0.09340185911237577,0
21490.0,2020,145.948,150.0,1,1,1,1,0.5065757428153921,0.15112031173891866,0.049074525085241114,0.698307355090112,0.5020092547491476,0.30144909887968824,0.06039941548952752,0.09973784921601714,0
14590.0,2024,7.501,100.0,4,2,1,0,0.5065757428153921,0.050414028251339504,0.13200194836824158,0.20920603994154896,0.5020092547491476,0.39704091573307354,0.1620798830979055,0.13915666116714392,0
19090.0,2020,88.06,150.0,1,1,1,1,0.29627374573794446,0.09005114466634194,0.16762055528494885,0.698307355090112,0.2986483195323916,0.39704091573307354,0.06039941548952752,0.0838010549252414,0
14490.0,2015,93.742,143.0,3,1,0,2,0.19715051144666343,0.09005114466634194,0.17748416950803703,0.20920603994154896,0.5020092547491476,0.30144909887968824,0.006575742815392109,0.08605404706212459,0
9490.0,2019,96.758,100.0,3,2,1,2,0.29627374573794446,0.050535801266439355,0.049074525085241114,0.698307355090112,0.5020092547491476,0.39704091573307354,0.01747442766682903,0.09100020827569925,0
13590.0,2019,86.837,130.0,3,1,2,2,0.5065757428153921,0.10326351680467609,0.026668290306867997,0.698307355090112,0.5020092547491476,0.39704091573307354,0.006636629322942036,0.08901233759243754,0
14590.0,2022,73.624,120.0,3,1,2,0,0.5065757428153921,0.15112031173891866,0.16762055528494885,0.698307355090112,0.5020092547491476,0.39704091573307354,0.03038236726741354,0.08841718394914255,0
16690.0,2020,103.092,116.0,2,1,0,1,0.29627374573794446,0.11002191914271797,0.12871407696054554,0.20920603994154896,0.2986483195323916,0.282513395031661,0.032696054554310766,0.09000064396425492,0
24090.0,2020,69.764,136.0,1,2,2,0,0.5065757428153921,0.15112031173891866,0.17748416950803703,0.09248660496833902,0.2986483195323916,0.282513395031661,0.03044325377496347,0.09520027079488283,0
22090.0,2022,42.187,261.0,1,1,0,0,0.5065757428153921,0.18813930832927422,0.12871407696054554,0.698307355090112,0.10947394057476863,0.282513395031661,0.008280565026790063,0.08775993397732933,0
16590.0,2021,119.459,130.0,1,1,0,1,0.5065757428153921,0.10326351680467609,0.029347296639064782,0.698307355090112,0.2986483195323916,0.30144909887968824,0.08865075499269362,0.09323288477865621,0
37690.0,2020,107.76,245.0,3,1,0,1,0.5065757428153921,0.050535801266439355,0.13200194836824158,0.698307355090112,0.5020092547491476,0.30144909887968824,0.029103750608865074,0.11402770290617041,0
12490.0,2023,14.506,100.0,4,1,1,0,0.19715051144666343,0.18813930832927422,0.13200194836824158,0.698307355090112,0.2986483195323916,0.39704091573307354,0.06715781782756941,0.08666235034761445,0
